word,n
dissin,28
drizzy,28
drums,28
favor,28
final,28
fired,28
gangster,28
hiding,28
ii,28
impossible,28
innocent,28
kenny,28
lamar,28
latest,28
led,28
lifestyle,28
loyalty,28
mail,28
movies,28
ms,28
nã,28
nother,28
offset,28
os,28
paparazzi,28
president,28
redd,28
rude,28
service,28
seventeen,28
snap,28
soldiers,28
spill,28
stealin,28
stepped,28
success,28
sunrise,28
taken,28
tame,28
tengo,28
tequila,28
thrill,28
tiene,28
tony,28
tool,28
trippie,28
truly,28
uhh,28
upset,28
using,28
va,28
walker,28
wallet,28
warning,28
washed,28
whips,28
within,28
works,28
ÿ,28
yacht,28
yup,28
26,27
31,27
32,27
36,27
answers,27
asã­,27
ashamed,27
bangin,27
battle,27
blessing,27
bringin,27
chi,27
cigarette,27
collar,27
crank,27
creepin,27
daddy's,27
duckin,27
fallen,27
flipped,27
fools,27
frank,27
glizzy,27
grade,27
gray,27
gym,27
headlights,27
hearing,27
inch,27
katy,27
khalid,27
lewis,27
lived,27
louder,27
official,27
ow,27
papi,27
paranoid,27
parked,27
passenger,27
pics,27
pimpin,27
polo,27
purse,27
rear,27
richer,27
ruin,27
security,27
sees,27
semi,27
sparks,27
speakin,27
stain,27
stayin,27
tha,27
thumb,27
tracks,27
uno,27
w,27
wack,27
waited,27
wavy,27
wicked,27
able,26
although,26
balance,26
bandit,26
bathroom,26
became,26
begin,26
blast,26
bling,26
bother,26
buildin,26
bulletproof,26
camp,26
crowded,26
curry,26
dave,26
drowning,26
dua,26
ecstasy,26
eminem,26
empire,26
envy,26
eric,26
fail,26
fifteen,26
florida,26
garage,26
gasoline,26
habit,26
hardly,26
hated,26
herself,26
houses,26
hurting,26
independent,26
juicy,26
lemonade,26
les,26
lifetime,26
lighter,26
migos,26
must've,26
nature,26
oil,26
outer,26
pablo,26
partner,26
passing,26
patron,26
petty,26
pin,26
preacher,26
precious,26
punk,26
risk,26
roc,26
sendin,26
shed,26
ski,26
snoop,26
somebody's,26
squeeze,26
states,26
static,26
stopping,26
surprised,26
tail,26
tells,26
tide,26
tiger,26
tommy,26
twins,26
tyler,26
umbrella,26
watches,26
weeknd,26
weeks,26
whether,26
wire,26
yellin,26
yep,26
a.m,25
agree,25
anytime,25
aquã­,25
attached,25
bare,25
begging,25
begun,25
blake,25
blocks,25
boomin,25
brakes,25
bruno,25
butâ,25
cadillac,25
cappin,25
chicago,25
concrete,25
conmigo,25
cotton,25
curse,25
curtains,25
cyrus,25
dababy,25
destiny,25
diddy,25
dome,25
drops,25
forgiveness,25
fraud,25
frontin,25
ghosts,25
goose,25
gossip,25
groove,25
hearin,25
hidin,25
inner,25
jake,25
kingdom,25
knot,25
lace,25
letters,25
lipa,25
mc,25
milk,25
miller,25
mis,25
nike,25
pac,25
pardon,25
payin,25
pedal,25
planes,25
princess,25
punch,25
pushing,25
replace,25
retarded,25
saving,25
siempre,25
sticky,25
suddenly,25
surface,25
tee,25
they've,25
tint,25
tus,25
vez,25
wanting,25
winner,25
xo,25
youngboy,25
0,24
35,24
90,24
also,24
angry,24
aside,24
bat,24
bee,24
biggie,24
blonde,24
blows,24
bond,24
burns,24
candles,24
career,24
champion,24
charm,24
chief,24
complain,24
conversations,24
copped,24
counter,24
curve,24
dale,24
danced,24
danny,24
daylight,24
dc,24
dealin,24
degrees,24
dial,24
diggin,24
disguise,24
dudes,24
eso,24
ey,24
familiar,24
flashing,24
flavor,24
flights,24
floating,24
ft,24
funeral,24
further,24
gã,24
goodbyes,24
goodnight,24
goons,24
gotti,24
guide,24
hardest,24
honor,24
hooked,24
hov,24
insecure,24
inspired,24
jar,24
jeweler,24
jim,24
jonas,24
knocking,24
kobe,24
lack,24
lackin,24
lauren,24
lemon,24
mais,24
mal,24
melt,24
mixtape,24
mountains,24
murda,24
non,24
nos,24
ordered,24
parties,24
parts,24
passin,24
peter,24
pickin,24
pit,24
powder,24
promised,24
racing,24
rae,24
regrets,24
remain,24
reputation,24
roller,24
romance,24
rover,24
sang,24
satisfied,24
sending,24
separate,24
shakin,24
shall,24
shelf,24
sixteen,24
smack,24
snakes,24
snitch,24
spoke,24
spotlight,24
spring,24
stash,24
stolen,24
stressed,24
su,24
superstar,24
swervin,24
tax,24
thee,24
thinks,24
thrown,24
tinted,24
totin,24
touching,24
ve,24
vodka,24
wakin,24
weakness,24
weird,24
wrld,24
yachty,24
yg,24
500,23
99,23
ac,23
actually,23
addiction,23
anna,23
artist,23
artists,23
baguettes,23
baller,23
bitty,23
bleeding,23
breathin,23
bucket,23
cara,23
carpet,23
center,23
checkin,23
cheek,23
childish,23
chips,23
clout,23
clown,23
cookie,23
criminal,23
deals,23
december,23
decision,23
desire,23
detroit,23
dinero,23
dm,23
dogg,23
doll,23
don'tâ,23
drew,23
drill,23
dub,23
eighty,23
electric,23
ending,23
er,23
erase,23
filthy,23
finesse,23
fixed,23
flawless,23
flesh,23
fur,23
generation,23
guarantee,23
guard,23
halfway,23
happenin,23
holiday,23
horses,23
hottest,23
huncho,23
hunt,23
idea,23
iphone,23
jã,23
jeep,23
jon,23
jordans,23
large,23
learning,23
li,23
lisa,23
listenin,23
lots,23
lunch,23
lust,23
mã­,23
marc,23
marijuana,23
mental,23
naw,23
neighborhood,23
nightmare,23
normal,23
ozuna,23
pan,23
par,23
po,23
prayed,23
prayers,23
protect,23
psycho,23
pushin,23
rapping,23
raps,23
recipe,23
rey,23
role,23
screw,23
shh,23
sia,23
silent,23
spare,23
spine,23
stairs,23
stallion,23
styles,23
summers,23
sunlight,23
surrounded,23
syrup,23
tags,23
tailgate,23
talks,23
tatted,23
tay,23
tension,23
time's,23
ting,23
tory,23
trial,23
tricks,23
trophy,23
twelve,23
twerk,23
unknown,23
vain,23
ver,23
worries,23
zip,23
2pac,22
33,22
47,22
actavis,22
beans,22
beatin,22
benjamin,22
blank,22
bloody,22
board,22
brazy,22
bud,22
bump,22
bumpin,22
burnt,22
cases,22
catching,22
checking,22
chip,22
chocolate,22
christ,22
climbing,22
comme,22
compton,22
crooked,22
dame,22
das,22
doja,22
downs,22
earned,22
endless,22
especially,22
estoy,22
exotic,22
facetime,22
fellas,22
fiend,22
flick,22
flo,22
growin,22
guilty,22
gutter,22
hallway,22
hasta,22
hearted,22
hollow,22
im,22
je,22
jets,22
jokes,22
journey,22
june,22
liked,22
luxury,22
marley,22
math,22
mhm,22
mmh,22
nerve,22
nicky,22
noche,22
nowadays,22
pat,22
penny,22
percent,22
philly,22
pic,22
pitbull,22
pleasure,22
posed,22
rats,22
realized,22
rebel,22
rhymes,22
ringin,22
riot,22
rocky,22
rooms,22
rosã,22
ryan,22
sacrifice,22
sail,22
searchin,22
seed,22
shadow,22
shawn,22
sixty,22
skirt,22
slam,22
smoked,22
social,22
spaceship,22
sting,22
stunna,22
thomas,22
towel,22
trips,22
tucked,22
tyga,22
uptown,22
valley,22
wax,22
whistle,22
writing,22
xan,22
zombie,22
34,21
42,21
aid,21
amen,21
anthem,21
ashes,21
ba,21
balenciaga,21
balmain,21
bankroll,21
base,21
beatles,21
becky,21
blanco,21
brave,21
brighter,21
cape,21
chat,21
choir,21
corn,21
covers,21
cruel,21
curb,21
damned,21
darlin,21
debt,21
defense,21
den,21
deuce,21
dimes,21
dont,21
dump,21
eagle,21
emotional,21
fiends,21
fitted,21
flower,21
forgotten,21
freestyle,21
gifted,21
gin,21
glocks,21
gomez,21
guetta,21
halsey,21
harm,21
he'd,21
hitting,21
hopeless,21
hopes,21
hustlin,21
iggy,21
ign,21
industry,21
invite,21
issue,21
j's,21
joey,21
jr,21
julia,21
justâ,21
keeper,21
kool,21
lens,21
local,21
loss,21
marshmello,21
meds,21
monkey,21
monsters,21
mothafucka,21
nba,21
nina,21
obvious,21
ordinary,21
otra,21
overtime,21
papers,21
paying,21
peel,21
picking,21
plot,21
pops,21
preach,21
prepared,21
quiere,21
r.i.p,21
rains,21
rare,21
reflection,21
robbin,21
rode,21
rolex,21
runs,21
satan,21
savin,21
search,21
slang,21
tangled,21
there'll,21
tock,21
topic,21
tore,21
trey,21
universe,21
upside,21
valet,21
vamos,21
verses,21
wagon,21
whack,21
whatcha,21
withâ,21
yankee,21
adam,20
addy,20
alabama,20
allâ,20
appetite,20
ave,20
aww,20
b's,20
banks,20
bath,20
bebã,20
begins,20
bell,20
bike,20
blown,20
bombs,20
bon,20
breezy,20
brooklyn,20
cares,20
casa,20
changin,20
charlie,20
chills,20
co,20
crystal,20
dancer,20
danger,20
dies,20
dizzy,20
dreamed,20
dripping,20
drownin,20
emotion,20
enter,20
era,20
eu,20
exist,20
fading,20
farm,20
fields,20
finding,20
fo,20
fucks,20
grindin,20
guts,20
hace,20
hail,20
hank,20
harris,20
harry,20
highs,20
ideas,20
japan,20
jessie,20
lanez,20
laughed,20
lawn,20
licks,20
mack,20
mafia,20
miley,20
misery,20
movement,20
nappy,20
naughty,20
net,20
option,20
pace,20
packin,20
packs,20
party's,20
peek,20
planned,20
pours,20
present,20
profit,20
rainbow,20
reached,20
reading,20
reppin,20
rims,20
seã,20
sentence,20
serving,20
sheeran,20
sisters,20
skate,20
slipping,20
sloppy,20
sofa,20
someone's,20
spoil,20
strippers,20
supreme,20
swae,20
swagger,20
sweeter,20
target,20
teenage,20
todos,20
toss,20
total,20
toxic,20
toy,20
toys,20
treasure,20
treated,20
violence,20
wassup,20
wetter,20
whacked,20
whose,20
willing,20
wished,20
youngin,20
yourâ,20
41,19
48,19
aa,19
ad,19
addict,19
alexander,19
apologies,19
ar,19
avenue,19
backwoods,19
beefin,19
benny,19
blacc,19
blinded,19
bloom,19
bob,19
boulevard,19
boyz,19
bruce,19
butterflies,19
butterfly,19
buzzin,19
captain,19
caution,19
ceilin,19
charles,19
checked,19
classy,19
coaster,19
coco,19
coffin,19
collect,19
comfort,19
complete,19
conscience,19
crashing,19
cruisin,19
cuff,19
dallas,19
daughters,19
derulo,19
destined,19
dna,19
drives,19
dropping,19
eleven,19
equal,19
eres,19
fã,19
faithful,19
ferg,19
fi,19
fights,19
fleek,19
floatin,19
floors,19
football,19
form,19
freaks,19
g5,19
gentleman,19
goal,19
goyard,19
greener,19
grippin,19
hã,19
ham,19
hesitate,19
holler,19
hometown,19
hunger,19
hurtin,19
itself,19
ja,19
jennifer,19
jersey,19
joint,19
kã,19
kyle,19
laced,19
leaning,19
legends,19
madonna,19
maluma,19
mariah,19
maroon,19
marshall,19
meat,19
media,19
megan,19
milly,19
mirrors,19
nail,19
original,19
orleans,19
outfit,19
owned,19
pause,19
percs,19
pharrell,19
pilot,19
prime,19
puedo,19
ra,19
racist,19
reverse,19
rice,19
rodeo,19
roman,19
rome,19
roots,19
ruined,19
š,19
seasons,19
seemed,19
shift,19
shore,19
sideways,19
slut,19
solve,19
sour,19
stains,19
stan,19
stays,19
stroke,19
sucked,19
superman,19
support,19
sympathy,19
t.i,19
tables,19
tastes,19
taxes,19
tearing,19
temptation,19
texts,19
thankful,19
theyâ,19
threat,19
tickets,19
tienes,19
tokyo,19
towards,19
upâ,19
vroom,19
wap,19
weigh,19
wishes,19
xans,19
yelling,19
2018,18
300,18
6ix9ine,18
acres,18
adore,18
aight,18
ali,18
allen,18
amazin,18
anderson,18
au,18
bake,18
banana,18
bean,18
believing,18
bi,18
bo,18
bonnie,18
boot,18
bun,18
c'est,18
carly,18
castle,18
cheating,18
clutch,18
cocky,18
coochie,18
counted,18
dang,18
dee,18
deja,18
devil's,18
disaster,18
dreads,18
dubai,18
easily,18
elevator,18
elle,18
everytime,18
faced,18
finer,18
flexing,18
foolish,18
forbes,18
fours,18
gear,18
goat,18
gotâ,18
graduated,18
granny,18
granted,18
grateful,18
gravel,18
guest,18
gusta,18
gut,18
handed,18
how'd,18
incredible,18
jb,18
jealousy,18
jukebox,18
keef,18
kicking,18
lifted,18
loca,18
lottery,18
magazine,18
meets,18
mixin,18
mommy,18
moms,18
money's,18
mystery,18
nap,18
navy,18
needle,18
neither,18
nle,18
noticed,18
oak,18
obama,18
ohhh,18
philippe,18
pitch,18
plates,18
playa,18
popular,18
pow,18
praise,18
presence,18
pusha,18
pushed,18
regardless,18
relationship,18
replay,18
represent,18
retire,18
ruler,18
runaway,18
runway,18
scar,18
schedule,18
served,18
setting,18
shell,18
slatt,18
smiles,18
sobre,18
something's,18
spittin,18
spots,18
steak,18
stomp,18
stressin,18
stripper,18
sun's,18
surrender,18
sweater,18
switching,18
tat,18
terror,18
themselves,18
thots,18
throwed,18
tiny,18
torn,18
trail,18
turbo,18
undo,18
vã,18
vicious,18
vince,18
violent,18
waitress,18
walks,18
wolves,18
wonderful,18
wore,18
ya'll,18
ysl,18
zoo,18
200,17
60,17
algo,17
anthony,17
anxiety,17
ape,17
badder,17
banging,17
barefoot,17
barrel,17
bartender,17
behave,17
bitin,17
border,17
borrow,17
boy's,17
brag,17
brian,17
bridges,17
brush,17
burst,17
calvin,17
causeâ,17
celly,17
certified,17
channel,17
charli,17
coldplay,17
com,17
confidence,17
congratulations,17
consider,17
cooking,17
correct,17
courtside,17
cracks,17
deaf,17
dealing,17
definition,17
deliver,17
demi,17
denim,17
dragons,17
drought,17
easier,17
else's,17
eve,17
everyone's,17
fades,17
fairy,17
fiendin,17
fillin,17
flies,17
flowin,17
following,17
foreigns,17
forest,17
foul,17
friendly,17
fully,17
fuse,17
gaga,17
global,17
gorilla,17
greater,17
groovy,17
groupie,17
guessing,17
harlem,17
heaven's,17
helped,17
heroes,17
husband,17
impress,17
invented,17
jacob,17
jamaica,17
jaw,17
josh,17
karats,17
ki,17
ladder,17
lam,17
landed,17
lauv,17
leader,17
leaf,17
lessons,17
lethal,17
lime,17
loaf,17
mamacita,17
mamas,17
meaning,17
mia,17
mileage,17
minus,17
mister,17
monopoly,17
nadie,17
night's,17
nod,17
o's,17
ofâ,17
oo,17
ou,17
pad,17
pale,17
partynextdoor,17
perform,17
photo,17
physical,17
positions,17
prepare,17
pressed,17
product,17
quickly,17
reply,17
rim,17
ripped,17
rug,17
rum,17
seek,17
shoutout,17
sinner,17
sirens,17
slay,17
splash,17
sprite,17
stacked,17
stands,17
stickin,17
stock,17
strawberry,17
stunting,17
styrofoam,17
sudden,17
sum,17
swimmin,17
swore,17
symphony,17
takeoff,17
talent,17
texting,17
thats,17
thriller,17
ticking,17
tools,17
totally,17
trace,17
tub,17
underground,17
une,17
ville,17
virgin,17
von,17
vs,17
westside,17
wheezy,17
whispered,17
wig,17
wise,17
yay,17
yell,17
youngins,17
223,16
305,16
37,16
43,16
address,16
adrenaline,16
aggressive,16
alex,16
almighty,16
anitta,16
applause,16
appreciate,16
audemars,16
austin,16
avoid,16
awesome,16
b.o.b,16
baila,16
bebe,16
beers,16
birth,16
blade,16
blessin,16
booted,16
boring,16
bracelet,16
cam,16
cama,16
cats,16
ce,16
cent,16
cha,16
charts,16
cheddar,16
cheeks,16
cheers,16
chef,16
chilling,16
clearer,16
clowns,16
coach,16
colour,16
concern,16
coppin,16
corazã,16
creeping,16
cupid,16
cure,16
cuttin,16
deadly,16
dealt,16
dedicated,16
defeat,16
denzel,16
deposit,16
depression,16
diet,16
digital,16
discussion,16
dusty,16
echo,16
elvis,16
embrace,16
entertain,16
estar,16
exes,16
expected,16
facing,16
feature,16
fetty,16
finest,16
fits,16
floss,16
flyer,16
fn,16
followed,16
fork,16
franklin,16
gain,16
garrix,16
gassed,16
girl's,16
glitter,16
golf,16
gorgeous,16
grabbed,16
grain,16
grams,16
halls,16
happening,16
hasn't,16
health,16
heavens,16
hennessy,16
heroin,16
hidden,16
highest,16
hockey,16
homicide,16
horny,16
hurricane,16
hush,16
inhale,16
invisible,16
it'sâ,16
jt,16
kay,16
kills,16
knots,16
lab,16
laws,16
leanin,16
leon,16
levels,16
liam,16
literally,16
loan,16
loco,16
loot,16
lopez,16
losses,16
lou,16
lower,16
m.i.a,16
macklemore,16
malibu,16
manners,16
marvin,16
matrix,16
meech,16
mejor,16
merry,16
messin,16
mines,16
mon,16
motivation,16
murdered,16
muscle,16
natasha,16
nawf,16
nk,16
nonsense,16
obsessed,16
online,16
oprah,16
oughta,16
ounce,16
pã,16
package,16
parade,16
partners,16
pas,16
passport,16
pavement,16
perky,16
pet,16
picket,16
pity,16
pizza,16
plaques,16
pon,16
presents,16
promethazine,16
proper,16
pt,16
puerto,16
quote,16
rabbit,16
racin,16
refuse,16
reminisce,16
restless,16
rights,16
robbed,16
royal,16
rumors,16
sadness,16
sake,16
script,16
shark,16
shock,16
skinned,16
slipped,16
snitchin,16
staples,16
starving,16
struck,16
sweep,16
tearin,16
telephone,16
temporary,16
tend,16
tim,16
tips,16
title,16
ton,16
towers,16
tribe,16
trump,16
tweakin,16
typical,16
tyson,16
vas,16
version,16
visa,16
visions,16
waters,16
wee,16
why'd,16
wrongs,16
xanny,16
xcx,16
yeezy,16
zoom,16
182,15
2017,15
250,15
39,15
80s,15
ab,15
africa,15
afternoon,15
aj,15
amount,15
aoki,15
appeal,15
approach,15
arenas,15
arizona,15
armed,15
asshole,15
awards,15
baby's,15
bachelor,15
backs,15
baggage,15
bananas,15
barry,15
bastard,15
batman,15
beginnin,15
believer,15
billboard,15
blaze,15
blinds,15
boi,15
booked,15
bryan,15
buddies,15
cabello,15
camila,15
cancel,15
capital,15
carats,15
cared,15
cast,15
cd,15
celine,15
challenge,15
charges,15
cheer,15
chess,15
chico,15
chin,15
chorus,15
cities,15
clips,15
connect,15
constantly,15
contigo,15
craig,15
crashed,15
create,15
cube,15
dã­a,15
day's,15
decisions,15
degree,15
depend,15
der,15
difficult,15
dir,15
dodgin,15
dots,15
dragon,15
drain,15
duke,15
dun,15
eastside,15
eighth,15
elephant,15
eli,15
enrique,15
excuses,15
exit,15
explode,15
failed,15
flaws,15
floyd,15
fragrance,15
frames,15
france,15
freakin,15
funds,15
g.o.a.t,15
gay,15
gods,15
greedy,15
grinding,15
grows,15
gyal,15
hacer,15
handsome,15
heading,15
heartache,15
heartless,15
heater,15
heights,15
himself,15
homeboy,15
hunnids,15
image,15
instant,15
isâ,15
itchin,15
kiddin,15
knowâ,15
kylie,15
lames,15
lasts,15
leash,15
legit,15
lighting,15
lingo,15
links,15
litty,15
llama,15
location,15
locks,15
lovely,15
mamma,15
maniac,15
march,15
meal,15
meeting,15
memphis,15
mendes,15
michaels,15
miracle,15
missy,15
modern,15
moi,15
momma's,15
mona,15
motel,15
motherfuck,15
motor,15
mundo,15
muy,15
nage,15
nde,15
nickel,15
nightmares,15
nipsey,15
nirvana,15
noah,15
notch,15
office,15
orita,15
oscar,15
overdose,15
overnight,15
papa,15
percocets,15
perfectly,15
piano,15
pies,15
pistols,15
plottin,15
pointers,15
poke,15
poverty,15
prã,15
pre,15
pregnant,15
presidential,15
pretending,15
purp,15
pussies,15
raining,15
raising,15
random,15
reaper,15
reload,15
remedy,15
rented,15
resist,15
rid,15
romantic,15
rowdy,15
salute,15
san,15
scarred,15
sexual,15
sharks,15
shirts,15
shotta,15
shove,15
sinking,15
sivan,15
sniper,15
soap,15
softly,15
sol,15
somos,15
speaker,15
spillin,15
sway,15
sweating,15
swings,15
swipe,15
taller,15
taxi,15
teacher,15
teardrops,15
tecca,15
teen,15
therapy,15
threats,15
thugger,15
tooth,15
touchdown,15
touchin,15
trã,15
trill,15
troye,15
trucks,15
tunes,15
twenties,15
uma,15
urban,15
vans,15
venom,15
villain,15
voy,15
wealth,15
whipped,15
whispers,15
whitney,15
worship,15
ÿi,15
zã,15
03,14
46,14
800,14
911,14
94,14
95,14
96,14
97,14
ä,14
a1,14
abandoned,14
adderall,14
ain'tâ,14
airport,14
akon,14
alejandro,14
alicia,14
alien,14
alley,14
aloe,14
ambition,14
amy,14
andy,14
anger,14
antes,14
anxious,14
apartments,14
armor,14
arrest,14
arrive,14
ash,14
audi,14
auntie,14
auto,14
aware,14
bacardi,14
bales,14
basically,14
becomes,14
beep,14
bench,14
biz,14
bleedin,14
blueface,14
blunts,14
bonita,14
books,14
bryson,14
busted,14
camino,14
canada,14
cancer,14
cannon,14
casino,14
cents,14
century,14
champ,14
chauffeur,14
cheatin,14
chew,14
chica,14
claimin,14
clappin,14
claus,14
clearly,14
codes,14
coin,14
collide,14
cologne,14
composure,14
confess,14
conway,14
coupes,14
crip,14
cuerpo,14
daniel,14
dans,14
dashboard,14
decided,14
dentro,14
designed,14
desperate,14
devils,14
digging,14
dis,14
dishes,14
distant,14
ditch,14
dodge,14
doe,14
dread,14
dro,14
dummy,14
effort,14
eilish,14
eternal,14
evans,14
failure,14
fantastic,14
faucet,14
female,14
fighter,14
findin,14
fishin,14
flirt,14
forced,14
fought,14
fresher,14
fried,14
fu,14
fuera,14
fui,14
futuristic,14
garbage,14
giant,14
glove,14
goofy,14
google,14
government,14
gravy,14
guilt,14
habits,14
hangover,14
harmony,14
haunted,14
hearse,14
hitters,14
honda,14
hookah,14
hustler,14
ich,14
iglesias,14
illuminati,14
imagination,14
infinity,14
intro,14
ist,14
jag,14
jeremih,14
jobs,14
killa,14
kindness,14
kit,14
lease,14
lennon,14
lennox,14
lighters,14
liquid,14
lotto,14
ludacris,14
mando,14
marathon,14
marble,14
marie,14
masterpiece,14
mein,14
messy,14
meu,14
mini,14
miranda,14
mmmm,14
mobbin,14
moonshine,14
mop,14
moses,14
mother's,14
motto,14
mulsanne,14
neighbor,14
noâ,14
obviously,14
od,14
offended,14
otro,14
palace,14
parkin,14
payne,14
period,14
pinch,14
plant,14
poker,14
prefer,14
print,14
quando,14
randy,14
rate,14
reaction,14
relationships,14
ren,14
rescue,14
rida,14
righteous,14
ringing,14
robin,14
rubbin,14
salty,14
senses,14
sets,14
sheâ,14
sheet,14
shelter,14
shittin,14
simply,14
singer,14
skeet,14
slums,14
soundin,14
speedin,14
spirits,14
